Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths)
Afghanistan,AFG,"Dec 31, 2019",0
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",0
Afghanistan,AFG,"Feb 24, 2020",0
Afghanistan,AFG,"Feb 25, 2020",0
Afghanistan,AFG,"Feb 26, 2020",0
Afghanistan,AFG,"Feb 27, 2020",0
Afghanistan,AFG,"Feb 28, 2020",0
Afghanistan,AFG,"Feb 29, 2020",0
Afghanistan,AFG,"Mar 1, 2020",0
Afghanistan,AFG,"Mar 2, 2020",0
Afghanistan,AFG,"Mar 8, 2020",0
Afghanistan,AFG,"Mar 11, 2020",0
Afghanistan,AFG,"Mar 15, 2020",0
Afghanistan,AFG,"Mar 16, 2020",0
Afghanistan,AFG,"Mar 17, 2020",0
Afghanistan,AFG,"Mar 18, 2020",0
Afghanistan,AFG,"Mar 19, 2020",0
Afghanistan,AFG,"Mar 20, 2020",0
Afghanistan,AFG,"Mar 21, 2020",0
Afghanistan,AFG,"Mar 22, 2020",0
Afghanistan,AFG,"Mar 23, 2020",0
Afghanistan,AFG,"Mar 24, 2020",1
Afghanistan,AFG,"Mar 25, 2020",1
Afghanistan,AFG,"Mar 26, 2020",1
Afghanistan,AFG,"Mar 27, 2020",1
Afghanistan,AFG,"Mar 28, 2020",2
Afghanistan,AFG,"Mar 29, 2020",3
Afghanistan,AFG,"Mar 30, 2020",4
Afghanistan,AFG,"Mar 31, 2020",4
Afghanistan,AFG,"Apr 1, 2020",4
Afghanistan,AFG,"Apr 2, 2020",4
Afghanistan,AFG,"Apr 3, 2020",4
Afghanistan,AFG,"Apr 4, 2020",4
Afghanistan,AFG,"Apr 5, 2020",5
Afghanistan,AFG,"Apr 6, 2020",7
Afghanistan,AFG,"Apr 7, 2020",7
Afghanistan,AFG,"Apr 8, 2020",11
Afghanistan,AFG,"Apr 9, 2020",14
Afghanistan,AFG,"Apr 10, 2020",15
Afghanistan,AFG,"Apr 11, 2020",15
Afghanistan,AFG,"Apr 12, 2020",18
Afghanistan,AFG,"Apr 13, 2020",18
Afghanistan,AFG,"Apr 14, 2020",21
Afghanistan,AFG,"Apr 15, 2020",23
Afghanistan,AFG,"Apr 16, 2020",25
Afghanistan,AFG,"Apr 17, 2020",29
Afghanistan,AFG,"Apr 18, 2020",30
Afghanistan,AFG,"Apr 19, 2020",30
Afghanistan,AFG,"Apr 20, 2020",33
Afghanistan,AFG,"Apr 21, 2020",35
Afghanistan,AFG,"Apr 22, 2020",36
Africa,,"Dec 31, 2019",0
Africa,,"Jan 1, 2020",0
Africa,,"Jan 2, 2020",0
Africa,,"Jan 3, 2020",0
Africa,,"Jan 4, 2020",0
Africa,,"Jan 5, 2020",0
Africa,,"Jan 6, 2020",0
Africa,,"Jan 7, 2020",0
Africa,,"Jan 8, 2020",0
Africa,,"Jan 9, 2020",0
Africa,,"Jan 10, 2020",0
Africa,,"Jan 11, 2020",0
Africa,,"Jan 12, 2020",0
Africa,,"Jan 13, 2020",0
Africa,,"Jan 14, 2020",0
Africa,,"Jan 15, 2020",0
Africa,,"Jan 16, 2020",0
Africa,,"Jan 17, 2020",0
Africa,,"Jan 18, 2020",0
Africa,,"Jan 19, 2020",0
Africa,,"Jan 20, 2020",0
Africa,,"Jan 21, 2020",0
Africa,,"Jan 22, 2020",0
Africa,,"Jan 23, 2020",0
Africa,,"Jan 24, 2020",0
Africa,,"Jan 25, 2020",0
Africa,,"Jan 26, 2020",0
Africa,,"Jan 27, 2020",0
Africa,,"Jan 28, 2020",0
Africa,,"Jan 29, 2020",0
Africa,,"Jan 30, 2020",0
Africa,,"Jan 31, 2020",0
Africa,,"Feb 1, 2020",0
Africa,,"Feb 2, 2020",0
Africa,,"Feb 3, 2020",0
Africa,,"Feb 4, 2020",0
Africa,,"Feb 5, 2020",0
Africa,,"Feb 6, 2020",0
Africa,,"Feb 7, 2020",0
Africa,,"Feb 8, 2020",0
Africa,,"Feb 9, 2020",0
Africa,,"Feb 10, 2020",0
Africa,,"Feb 11, 2020",0
Africa,,"Feb 12, 2020",0
Africa,,"Feb 13, 2020",0
Africa,,"Feb 14, 2020",0
Africa,,"Feb 15, 2020",0
Africa,,"Feb 16, 2020",0
Africa,,"Feb 17, 2020",0
Africa,,"Feb 18, 2020",0
Africa,,"Feb 19, 2020",0
Africa,,"Feb 20, 2020",0
Africa,,"Feb 21, 2020",0
Africa,,"Feb 22, 2020",0
Africa,,"Feb 23, 2020",0
Africa,,"Feb 24, 2020",0
Africa,,"Feb 25, 2020",0
Africa,,"Feb 26, 2020",0
Africa,,"Feb 27, 2020",0
Africa,,"Feb 28, 2020",0
Africa,,"Feb 29, 2020",0
Africa,,"Mar 1, 2020",0
Africa,,"Mar 2, 2020",0
Africa,,"Mar 3, 2020",0
Africa,,"Mar 4, 2020",0
Africa,,"Mar 5, 2020",0
Africa,,"Mar 6, 2020",0
Africa,,"Mar 7, 2020",0
Africa,,"Mar 8, 2020",0
Africa,,"Mar 9, 2020",1
Africa,,"Mar 10, 2020",1
Africa,,"Mar 11, 2020",1
Africa,,"Mar 12, 2020",2
Africa,,"Mar 13, 2020",4
Africa,,"Mar 14, 2020",5
Africa,,"Mar 15, 2020",6
Africa,,"Mar 16, 2020",8
Africa,,"Mar 17, 2020",8
Africa,,"Mar 18, 2020",12
Africa,,"Mar 19, 2020",16
Africa,,"Mar 20, 2020",17
Africa,,"Mar 21, 2020",24
Africa,,"Mar 22, 2020",35
Africa,,"Mar 23, 2020",44
Africa,,"Mar 24, 2020",52
Africa,,"Mar 25, 2020",64
Africa,,"Mar 26, 2020",72
Africa,,"Mar 27, 2020",84
Africa,,"Mar 28, 2020",103
Africa,,"Mar 29, 2020",124
Africa,,"Mar 30, 2020",143
Africa,,"Mar 31, 2020",166
Africa,,"Apr 1, 2020",189
Africa,,"Apr 2, 2020",224
Africa,,"Apr 3, 2020",256
Africa,,"Apr 4, 2020",305
Africa,,"Apr 5, 2020",379
Africa,,"Apr 6, 2020",434
Africa,,"Apr 7, 2020",477
Africa,,"Apr 8, 2020",522
Africa,,"Apr 9, 2020",573
Africa,,"Apr 10, 2020",630
Africa,,"Apr 11, 2020",691
Africa,,"Apr 12, 2020",743
Africa,,"Apr 13, 2020",789
Africa,,"Apr 14, 2020",835
Africa,,"Apr 15, 2020",876
Africa,,"Apr 16, 2020",911
Africa,,"Apr 17, 2020",965
Africa,,"Apr 18, 2020",1016
Africa,,"Apr 19, 2020",1057
Africa,,"Apr 20, 2020",1120
Africa,,"Apr 21, 2020",1155
Africa,,"Apr 22, 2020",1189
Albania,ALB,"Mar 9, 2020",0
Albania,ALB,"Mar 10, 2020",0
Albania,ALB,"Mar 11, 2020",0
Albania,ALB,"Mar 12, 2020",1
Albania,ALB,"Mar 13, 2020",1
Albania,ALB,"Mar 14, 2020",1
Albania,ALB,"Mar 15, 2020",1
Albania,ALB,"Mar 16, 2020",1
Albania,ALB,"Mar 17, 2020",1
Albania,ALB,"Mar 18, 2020",1
Albania,ALB,"Mar 19, 2020",2
Albania,ALB,"Mar 20, 2020",2
Albania,ALB,"Mar 21, 2020",2
Albania,ALB,"Mar 22, 2020",2
Albania,ALB,"Mar 23, 2020",2
Albania,ALB,"Mar 24, 2020",4
Albania,ALB,"Mar 25, 2020",5
Albania,ALB,"Mar 26, 2020",5
Albania,ALB,"Mar 27, 2020",6
Albania,ALB,"Mar 28, 2020",9
Albania,ALB,"Mar 29, 2020",10
Albania,ALB,"Mar 30, 2020",10
Albania,ALB,"Mar 31, 2020",12
Albania,ALB,"Apr 1, 2020",15
Albania,ALB,"Apr 2, 2020",15
Albania,ALB,"Apr 3, 2020",16
Albania,ALB,"Apr 4, 2020",17
Albania,ALB,"Apr 5, 2020",19
Albania,ALB,"Apr 6, 2020",21
Albania,ALB,"Apr 7, 2020",22
Albania,ALB,"Apr 8, 2020",22
Albania,ALB,"Apr 9, 2020",22
Albania,ALB,"Apr 10, 2020",23
Albania,ALB,"Apr 11, 2020",23
Albania,ALB,"Apr 12, 2020",23
Albania,ALB,"Apr 13, 2020",23
Albania,ALB,"Apr 14, 2020",23
Albania,ALB,"Apr 15, 2020",24
Albania,ALB,"Apr 16, 2020",25
Albania,ALB,"Apr 17, 2020",26
Albania,ALB,"Apr 18, 2020",26
Albania,ALB,"Apr 19, 2020",26
Albania,ALB,"Apr 20, 2020",26
Albania,ALB,"Apr 21, 2020",26
Albania,ALB,"Apr 22, 2020",26
Algeria,DZA,"Dec 31, 2019",0
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0
Algeria,DZA,"Mar 2, 2020",0
Algeria,DZA,"Mar 4, 2020",0
Algeria,DZA,"Mar 5, 2020",0
Algeria,DZA,"Mar 6, 2020",0
Algeria,DZA,"Mar 9, 2020",0
Algeria,DZA,"Mar 12, 2020",0
Algeria,DZA,"Mar 13, 2020",1
Algeria,DZA,"Mar 14, 2020",2
Algeria,DZA,"Mar 15, 2020",2
Algeria,DZA,"Mar 16, 2020",4
Algeria,DZA,"Mar 17, 2020",4
Algeria,DZA,"Mar 18, 2020",5
Algeria,DZA,"Mar 19, 2020",6
Algeria,DZA,"Mar 20, 2020",7
Algeria,DZA,"Mar 21, 2020",10
Algeria,DZA,"Mar 22, 2020",15
Algeria,DZA,"Mar 23, 2020",17
Algeria,DZA,"Mar 24, 2020",17
Algeria,DZA,"Mar 25, 2020",19
Algeria,DZA,"Mar 26, 2020",21
Algeria,DZA,"Mar 27, 2020",25
Algeria,DZA,"Mar 28, 2020",26
Algeria,DZA,"Mar 29, 2020",29
Algeria,DZA,"Mar 30, 2020",31
Algeria,DZA,"Mar 31, 2020",35
Algeria,DZA,"Apr 1, 2020",44
Algeria,DZA,"Apr 2, 2020",58
Algeria,DZA,"Apr 3, 2020",63
Algeria,DZA,"Apr 4, 2020",105
Algeria,DZA,"Apr 5, 2020",130
Algeria,DZA,"Apr 6, 2020",152
Algeria,DZA,"Apr 7, 2020",173
Algeria,DZA,"Apr 8, 2020",193
Algeria,DZA,"Apr 9, 2020",205
Algeria,DZA,"Apr 10, 2020",235
Algeria,DZA,"Apr 11, 2020",256
Algeria,DZA,"Apr 12, 2020",275
Algeria,DZA,"Apr 13, 2020",293
Algeria,DZA,"Apr 14, 2020",313
Algeria,DZA,"Apr 15, 2020",325
Algeria,DZA,"Apr 16, 2020",336
Algeria,DZA,"Apr 17, 2020",348
Algeria,DZA,"Apr 18, 2020",364
Algeria,DZA,"Apr 19, 2020",367
Algeria,DZA,"Apr 20, 2020",375
Algeria,DZA,"Apr 21, 2020",384
Algeria,DZA,"Apr 22, 2020",392
Andorra,AND,"Mar 3, 2020",0
Andorra,AND,"Mar 14, 2020",0
Andorra,AND,"Mar 16, 2020",0
Andorra,AND,"Mar 17, 2020",0
Andorra,AND,"Mar 18, 2020",0
Andorra,AND,"Mar 19, 2020",0
Andorra,AND,"Mar 20, 2020",0
Andorra,AND,"Mar 21, 2020",0
Andorra,AND,"Mar 22, 2020",0
Andorra,AND,"Mar 23, 2020",0
Andorra,AND,"Mar 24, 2020",0
Andorra,AND,"Mar 25, 2020",0
Andorra,AND,"Mar 26, 2020",0
Andorra,AND,"Mar 27, 2020",3
Andorra,AND,"Mar 28, 2020",3
Andorra,AND,"Mar 29, 2020",4
Andorra,AND,"Mar 30, 2020",6
Andorra,AND,"Mar 31, 2020",8
Andorra,AND,"Apr 1, 2020",12
Andorra,AND,"Apr 2, 2020",14
Andorra,AND,"Apr 3, 2020",15
Andorra,AND,"Apr 4, 2020",16
Andorra,AND,"Apr 5, 2020",17
Andorra,AND,"Apr 6, 2020",18
Andorra,AND,"Apr 7, 2020",21
Andorra,AND,"Apr 8, 2020",22
Andorra,AND,"Apr 9, 2020",23
Andorra,AND,"Apr 10, 2020",25
Andorra,AND,"Apr 11, 2020",26
Andorra,AND,"Apr 12, 2020",28
Andorra,AND,"Apr 13, 2020",29
Andorra,AND,"Apr 14, 2020",29
Andorra,AND,"Apr 15, 2020",31
Andorra,AND,"Apr 16, 2020",33
Andorra,AND,"Apr 17, 2020",33
Andorra,AND,"Apr 18, 2020",35
Andorra,AND,"Apr 19, 2020",35
Andorra,AND,"Apr 20, 2020",36
Andorra,AND,"Apr 21, 2020",36
Andorra,AND,"Apr 22, 2020",37
Angola,AGO,"Mar 22, 2020",0
Angola,AGO,"Mar 23, 2020",0
Angola,AGO,"Mar 24, 2020",0
Angola,AGO,"Mar 25, 2020",0
Angola,AGO,"Mar 26, 2020",0
Angola,AGO,"Mar 27, 2020",0
Angola,AGO,"Mar 28, 2020",0
Angola,AGO,"Mar 29, 2020",0
Angola,AGO,"Mar 30, 2020",2
Angola,AGO,"Mar 31, 2020",2
Angola,AGO,"Apr 1, 2020",2
Angola,AGO,"Apr 2, 2020",2
Angola,AGO,"Apr 3, 2020",2
Angola,AGO,"Apr 4, 2020",2
Angola,AGO,"Apr 5, 2020",2
Angola,AGO,"Apr 6, 2020",2
Angola,AGO,"Apr 7, 2020",2
Angola,AGO,"Apr 8, 2020",2
Angola,AGO,"Apr 9, 2020",2
Angola,AGO,"Apr 10, 2020",2
Angola,AGO,"Apr 11, 2020",2
Angola,AGO,"Apr 12, 2020",2
Angola,AGO,"Apr 13, 2020",2
Angola,AGO,"Apr 14, 2020",2
Angola,AGO,"Apr 15, 2020",2
Angola,AGO,"Apr 16, 2020",2
Angola,AGO,"Apr 17, 2020",2
Angola,AGO,"Apr 18, 2020",2
Angola,AGO,"Apr 19, 2020",2
Angola,AGO,"Apr 20, 2020",2
Angola,AGO,"Apr 21, 2020",2
Angola,AGO,"Apr 22, 2020",2
Anguilla,AIA,"Mar 27, 2020",0
Anguilla,AIA,"Mar 28, 2020",0
Anguilla,AIA,"Mar 29, 2020",0
Anguilla,AIA,"Mar 30, 2020",0
Anguilla,AIA,"Mar 31, 2020",0
Anguilla,AIA,"Apr 1, 2020",0
Anguilla,AIA,"Apr 2, 2020",0
Anguilla,AIA,"Apr 3, 2020",0
Anguilla,AIA,"Apr 4, 2020",0
Anguilla,AIA,"Apr 5, 2020",0
Anguilla,AIA,"Apr 6, 2020",0
Anguilla,AIA,"Apr 7, 2020",0
Anguilla,AIA,"Apr 8, 2020",0
Anguilla,AIA,"Apr 9, 2020",0
Anguilla,AIA,"Apr 10, 2020",0
Anguilla,AIA,"Apr 11, 2020",0
Anguilla,AIA,"Apr 12, 2020",0
Anguilla,AIA,"Apr 13, 2020",0
Anguilla,AIA,"Apr 14, 2020",0
Anguilla,AIA,"Apr 15, 2020",0
Anguilla,AIA,"Apr 16, 2020",0
Anguilla,AIA,"Apr 17, 2020",0
Anguilla,AIA,"Apr 18, 2020",0
Anguilla,AIA,"Apr 19, 2020",0
Anguilla,AIA,"Apr 20, 2020",0
Anguilla,AIA,"Apr 21, 2020",0
Anguilla,AIA,"Apr 22, 2020",0
Antigua and Barbuda,ATG,"Mar 15, 2020",0
Antigua and Barbuda,ATG,"Mar 21, 2020",0
Antigua and Barbuda,ATG,"Mar 22, 2020",0
Antigua and Barbuda,ATG,"Mar 23, 2020",0
Antigua and Barbuda,ATG,"Mar 24, 2020",0
Antigua and Barbuda,ATG,"Mar 25, 2020",0
Antigua and Barbuda,ATG,"Mar 26, 2020",0
Antigua and Barbuda,ATG,"Mar 27, 2020",0
Antigua and Barbuda,ATG,"Mar 28, 2020",0
Antigua and Barbuda,ATG,"Mar 29, 2020",0
Antigua and Barbuda,ATG,"Mar 30, 2020",0
Antigua and Barbuda,ATG,"Mar 31, 2020",0
Antigua and Barbuda,ATG,"Apr 1, 2020",0
Antigua and Barbuda,ATG,"Apr 2, 2020",0
Antigua and Barbuda,ATG,"Apr 3, 2020",0
Antigua and Barbuda,ATG,"Apr 4, 2020",0
Antigua and Barbuda,ATG,"Apr 5, 2020",0
Antigua and Barbuda,ATG,"Apr 6, 2020",0
Antigua and Barbuda,ATG,"Apr 7, 2020",0
Antigua and Barbuda,ATG,"Apr 8, 2020",0
Antigua and Barbuda,ATG,"Apr 9, 2020",0
Antigua and Barbuda,ATG,"Apr 10, 2020",2
Antigua and Barbuda,ATG,"Apr 11, 2020",2
Antigua and Barbuda,ATG,"Apr 12, 2020",2
Antigua and Barbuda,ATG,"Apr 13, 2020",2
Antigua and Barbuda,ATG,"Apr 14, 2020",2
Antigua and Barbuda,ATG,"Apr 15, 2020",2
Antigua and Barbuda,ATG,"Apr 16, 2020",2
Antigua and Barbuda,ATG,"Apr 17, 2020",2
Antigua and Barbuda,ATG,"Apr 18, 2020",2
Antigua and Barbuda,ATG,"Apr 19, 2020",2
Antigua and Barbuda,ATG,"Apr 20, 2020",2
Antigua and Barbuda,ATG,"Apr 21, 2020",3
Antigua and Barbuda,ATG,"Apr 22, 2020",3
Argentina,ARG,"Mar 4, 2020",0
Argentina,ARG,"Mar 6, 2020",0
Argentina,ARG,"Mar 7, 2020",0
Argentina,ARG,"Mar 8, 2020",1
Argentina,ARG,"Mar 9, 2020",1
Argentina,ARG,"Mar 11, 2020",1
Argentina,ARG,"Mar 13, 2020",1
Argentina,ARG,"Mar 14, 2020",2
Argentina,ARG,"Mar 15, 2020",2
Argentina,ARG,"Mar 16, 2020",2
Argentina,ARG,"Mar 17, 2020",2
Argentina,ARG,"Mar 18, 2020",2
Argentina,ARG,"Mar 19, 2020",2
Argentina,ARG,"Mar 20, 2020",3
Argentina,ARG,"Mar 21, 2020",3
Argentina,ARG,"Mar 22, 2020",4
Argentina,ARG,"Mar 23, 2020",4
Argentina,ARG,"Mar 24, 2020",4
Argentina,ARG,"Mar 25, 2020",6
Argentina,ARG,"Mar 26, 2020",8
Argentina,ARG,"Mar 27, 2020",12
Argentina,ARG,"Mar 28, 2020",17
Argentina,ARG,"Mar 29, 2020",19
Argentina,ARG,"Mar 30, 2020",20
Argentina,ARG,"Mar 31, 2020",24
Argentina,ARG,"Apr 1, 2020",24
Argentina,ARG,"Apr 2, 2020",31
Argentina,ARG,"Apr 3, 2020",34
Argentina,ARG,"Apr 4, 2020",37
Argentina,ARG,"Apr 5, 2020",43
Argentina,ARG,"Apr 6, 2020",46
Argentina,ARG,"Apr 7, 2020",53
Argentina,ARG,"Apr 8, 2020",60
Argentina,ARG,"Apr 9, 2020",65
Argentina,ARG,"Apr 10, 2020",79
Argentina,ARG,"Apr 11, 2020",82
Argentina,ARG,"Apr 12, 2020",89
Argentina,ARG,"Apr 13, 2020",95
Argentina,ARG,"Apr 14, 2020",98
Argentina,ARG,"Apr 15, 2020",105
Argentina,ARG,"Apr 16, 2020",109
Argentina,ARG,"Apr 17, 2020",115
Argentina,ARG,"Apr 18, 2020",122
Argentina,ARG,"Apr 19, 2020",132
Argentina,ARG,"Apr 20, 2020",134
Argentina,ARG,"Apr 21, 2020",142
Argentina,ARG,"Apr 22, 2020",151
Armenia,ARM,"Dec 31, 2019",0
Armenia,ARM,"Jan 1, 2020",0
Armenia,ARM,"Jan 2, 2020",0
Armenia,ARM,"Jan 3, 2020",0
Armenia,ARM,"Jan 4, 2020",0
Armenia,ARM,"Jan 5, 2020",0
Armenia,ARM,"Jan 6, 2020",0
Armenia,ARM,"Jan 7, 2020",0
Armenia,ARM,"Jan 8, 2020",0
Armenia,ARM,"Jan 9, 2020",0
Armenia,ARM,"Jan 10, 2020",0
Armenia,ARM,"Jan 11, 2020",0
Armenia,ARM,"Jan 12, 2020",0
Armenia,ARM,"Jan 13, 2020",0
Armenia,ARM,"Jan 14, 2020",0
Armenia,ARM,"Jan 15, 2020",0
Armenia,ARM,"Jan 16, 2020",0
Armenia,ARM,"Jan 17, 2020",0
Armenia,ARM,"Jan 18, 2020",0
Armenia,ARM,"Jan 19, 2020",0
Armenia,ARM,"Jan 20, 2020",0
Armenia,ARM,"Jan 21, 2020",0
Armenia,ARM,"Jan 22, 2020",0
Armenia,ARM,"Jan 23, 2020",0
Armenia,ARM,"Jan 24, 2020",0
Armenia,ARM,"Jan 25, 2020",0
Armenia,ARM,"Jan 26, 2020",0
Armenia,ARM,"Jan 27, 2020",0
Armenia,ARM,"Jan 28, 2020",0
Armenia,ARM,"Jan 29, 2020",0
Armenia,ARM,"Jan 30, 2020",0
Armenia,ARM,"Jan 31, 2020",0
Armenia,ARM,"Feb 1, 2020",0
Armenia,ARM,"Feb 2, 2020",0
Armenia,ARM,"Feb 3, 2020",0
Armenia,ARM,"Feb 4, 2020",0
Armenia,ARM,"Feb 5, 2020",0
Armenia,ARM,"Feb 6, 2020",0
Armenia,ARM,"Feb 7, 2020",0
Armenia,ARM,"Feb 8, 2020",0
Armenia,ARM,"Feb 9, 2020",0
Armenia,ARM,"Feb 10, 2020",0
Armenia,ARM,"Feb 11, 2020",0
Armenia,ARM,"Feb 12, 2020",0
Armenia,ARM,"Feb 13, 2020",0
Armenia,ARM,"Feb 14, 2020",0
Armenia,ARM,"Feb 15, 2020",0
Armenia,ARM,"Feb 16, 2020",0
Armenia,ARM,"Feb 17, 2020",0
Armenia,ARM,"Feb 18, 2020",0
Armenia,ARM,"Feb 19, 2020",0
Armenia,ARM,"Feb 20, 2020",0
Armenia,ARM,"Feb 21, 2020",0
Armenia,ARM,"Feb 22, 2020",0
Armenia,ARM,"Feb 23, 2020",0
Armenia,ARM,"Feb 24, 2020",0
Armenia,ARM,"Feb 25, 2020",0
Armenia,ARM,"Feb 26, 2020",0
Armenia,ARM,"Feb 27, 2020",0
Armenia,ARM,"Feb 28, 2020",0
Armenia,ARM,"Feb 29, 2020",0
Armenia,ARM,"Mar 1, 2020",0
Armenia,ARM,"Mar 2, 2020",0
Armenia,ARM,"Mar 12, 2020",0
Armenia,ARM,"Mar 13, 2020",0
Armenia,ARM,"Mar 14, 2020",0
Armenia,ARM,"Mar 15, 2020",0
Armenia,ARM,"Mar 16, 2020",0
Armenia,ARM,"Mar 17, 2020",0
Armenia,ARM,"Mar 18, 2020",0
Armenia,ARM,"Mar 19, 2020",0
Armenia,ARM,"Mar 20, 2020",0
Armenia,ARM,"Mar 21, 2020",0
Armenia,ARM,"Mar 22, 2020",0
Armenia,ARM,"Mar 23, 2020",0
Armenia,ARM,"Mar 24, 2020",0
Armenia,ARM,"Mar 25, 2020",0
Armenia,ARM,"Mar 26, 2020",0
Armenia,ARM,"Mar 27, 2020",1
Armenia,ARM,"Mar 28, 2020",1
Armenia,ARM,"Mar 29, 2020",3
Armenia,ARM,"Mar 30, 2020",3
Armenia,ARM,"Mar 31, 2020",3
Armenia,ARM,"Apr 1, 2020",3
Armenia,ARM,"Apr 2, 2020",3
Armenia,ARM,"Apr 3, 2020",4
Armenia,ARM,"Apr 4, 2020",7
Armenia,ARM,"Apr 5, 2020",7
